id_aluno;nome;data_nascimento;cpf;email;telefone;endereco
341;Aluno 341;1993-07-21;63305846843;aluno341@email.com;814271266;Endereço 341
342;Aluno 342;2002-10-21;42962398601;aluno342@email.com;560614200;Endereço 342
343;Aluno 343;1999-05-16;95318919385;aluno343@email.com;499479419;Endereço 343
344;Aluno 344;2000-08-15;62044721486;aluno344@email.com;266196283;Endereço 344
345;Aluno 345;2005-01-16;79684359360;aluno345@email.com;988202543;Endereço 345
346;Aluno 346;2006-02-15;52244219170;aluno346@email.com;207974389;Endereço 346
347;Aluno 347;1998-10-25;66936493168;aluno347@email.com;380090482;Endereço 347
348;Aluno 348;2008-01-12;78198859418;aluno348@email.com;270920142;Endereço 348
349;Aluno 349;1997-11-08;78869074121;aluno349@email.com;711280141;Endereço 349
350;Aluno 350;1998-06-08;33830661201;aluno350@email.com;963099797;Endereço 350
351;Aluno 351;2001-07-23;92518447870;aluno351@email.com;120644360;Endereço 351
352;Aluno 352;1993-08-18;30122183933;aluno352@email.com;787117103;Endereço 352
353;Aluno 353;2003-04-24;86808957820;aluno353@email.com;781210005;Endereço 353
354;Aluno 354;1997-07-29;54684984313;aluno354@email.com;140914980;Endereço 354
355;Aluno 355;1997-12-03;70778662355;aluno355@email.com;749466710;Endereço 355
356;Aluno 356;1992-11-22;98969936308;aluno356@email.com;156445619;Endereço 356
357;Aluno 357;1997-11-12;25114892271;aluno357@email.com;328212052;Endereço 357
358;Aluno 358;2000-01-18;71596035045;aluno358@email.com;685182618;Endereço 358
359;Aluno 359;2006-09-05;40985299516;aluno359@email.com;447075663;Endereço 359
360;Aluno 360;1996-02-06;10642589315;aluno360@email.com;434038430;Endereço 360
361;Aluno 361;1997-10-05;56660410127;aluno361@email.com;674232277;Endereço 361
362;Aluno 362;1993-04-17;12136701195;aluno362@email.com;231187294;Endereço 362
363;Aluno 363;1998-11-30;96739303727;aluno363@email.com;657733835;Endereço 363
364;Aluno 364;2001-04-16;87595299478;aluno364@email.com;255704693;Endereço 364
365;Aluno 365;2003-04-08;28648959582;aluno365@email.com;643213065;Endereço 365
366;Aluno 366;2004-12-11;30242196814;aluno366@email.com;825301715;Endereço 366
367;Aluno 367;1994-08-11;51752575095;aluno367@email.com;914660887;Endereço 367
368;Aluno 368;2003-11-19;71696304442;aluno368@email.com;553743753;Endereço 368
369;Aluno 369;2005-05-22;25476303638;aluno369@email.com;492740651;Endereço 369
370;Aluno 370;2004-08-15;27355901544;aluno370@email.com;916990406;Endereço 370
371;Aluno 371;2004-04-25;21302856032;aluno371@email.com;117820780;Endereço 371
372;Aluno 372;1999-06-04;29023572515;aluno372@email.com;354882781;Endereço 372
373;Aluno 373;2007-07-28;35605788574;aluno373@email.com;950235748;Endereço 373
374;Aluno 374;2002-10-07;30994239114;aluno374@email.com;389704025;Endereço 374
375;Aluno 375;1995-12-10;78060796356;aluno375@email.com;696011598;Endereço 375
376;Aluno 376;2000-10-02;72741131358;aluno376@email.com;712716256;Endereço 376
377;Aluno 377;2008-06-24;41340783074;aluno377@email.com;697176419;Endereço 377
378;Aluno 378;1993-10-02;76667921615;aluno378@email.com;749520436;Endereço 378
379;Aluno 379;1994-01-17;18515238774;aluno379@email.com;175174962;Endereço 379
380;Aluno 380;2005-04-14;75313701441;aluno380@email.com;449428772;Endereço 380
381;Aluno 381;1999-01-04;29733711316;aluno381@email.com;997309494;Endereço 381
382;Aluno 382;1992-09-17;21743916270;aluno382@email.com;684200130;Endereço 382
383;Aluno 383;2008-08-10;45558166896;aluno383@email.com;649472092;Endereço 383
384;Aluno 384;1995-04-09;39170279898;aluno384@email.com;364186816;Endereço 384
385;Aluno 385;1998-02-20;93070184267;aluno385@email.com;793326027;Endereço 385
386;Aluno 386;2002-01-01;44425010987;aluno386@email.com;118907617;Endereço 386
387;Aluno 387;2000-12-07;50930366288;aluno387@email.com;448968892;Endereço 387
388;Aluno 388;1995-03-09;47753508881;aluno388@email.com;890204695;Endereço 388
389;Aluno 389;2002-06-27;14230456853;aluno389@email.com;149821521;Endereço 389
390;Aluno 390;2005-09-06;14486411618;aluno390@email.com;210318277;Endereço 390
391;Aluno 391;1995-05-16;83358510266;aluno391@email.com;719001377;Endereço 391
392;Aluno 392;1999-01-19;66501724087;aluno392@email.com;582950080;Endereço 392
393;Aluno 393;2001-06-30;80344326977;aluno393@email.com;830843831;Endereço 393
394;Aluno 394;1993-09-23;15923338038;aluno394@email.com;632374717;Endereço 394
395;Aluno 395;1993-08-10;70355676376;aluno395@email.com;931012979;Endereço 395
396;Aluno 396;1999-07-11;20064129167;aluno396@email.com;297391519;Endereço 396
397;Aluno 397;1999-09-03;22968527953;aluno397@email.com;478895130;Endereço 397
398;Aluno 398;2005-05-28;98752998165;aluno398@email.com;268954155;Endereço 398
399;Aluno 399;2001-01-01;95683445625;aluno399@email.com;574819823;Endereço 399
400;Aluno 400;2005-01-05;11018707490;aluno400@email.com;274617469;Endereço 400
401;Aluno 401;2005-02-11;39905285375;aluno401@email.com;224194601;Endereço 401
402;Aluno 402;1993-05-20;99148670257;aluno402@email.com;317912508;Endereço 402
403;Aluno 403;2003-01-28;87626968244;aluno403@email.com;712595577;Endereço 403
404;Aluno 404;2005-11-16;11563659728;aluno404@email.com;508576089;Endereço 404
405;Aluno 405;2008-08-15;69758732318;aluno405@email.com;281776410;Endereço 405
406;Aluno 406;1998-12-15;32294451421;aluno406@email.com;536085100;Endereço 406
407;Aluno 407;2002-01-31;25832193061;aluno407@email.com;780506205;Endereço 407
408;Aluno 408;1997-02-20;25222880556;aluno408@email.com;152821918;Endereço 408
409;Aluno 409;2002-03-15;84961914362;aluno409@email.com;852534626;Endereço 409
410;Aluno 410;2006-09-09;63284049364;aluno410@email.com;883298076;Endereço 410
411;Aluno 411;1997-12-23;93965106205;aluno411@email.com;652065578;Endereço 411
412;Aluno 412;1994-06-14;96743899475;aluno412@email.com;415932376;Endereço 412
413;Aluno 413;1995-01-23;45294915913;aluno413@email.com;727743752;Endereço 413
414;Aluno 414;1994-04-05;76409296970;aluno414@email.com;905787684;Endereço 414
415;Aluno 415;2005-03-06;59712212805;aluno415@email.com;408603148;Endereço 415
416;Aluno 416;2001-02-22;84149434368;aluno416@email.com;270094789;Endereço 416
417;Aluno 417;2007-02-09;67261851318;aluno417@email.com;798704708;Endereço 417
418;Aluno 418;2007-02-16;73819314328;aluno418@email.com;817688243;Endereço 418
419;Aluno 419;1996-05-17;19309594817;aluno419@email.com;364739036;Endereço 419
420;Aluno 420;1998-02-26;76426474365;aluno420@email.com;289775585;Endereço 420
421;Aluno 421;2002-02-15;28174905492;aluno421@email.com;752436954;Endereço 421
422;Aluno 422;1998-10-26;22843094280;aluno422@email.com;607829518;Endereço 422
423;Aluno 423;1994-01-21;15711125514;aluno423@email.com;182406474;Endereço 423
424;Aluno 424;1998-05-21;87470211894;aluno424@email.com;286475505;Endereço 424
425;Aluno 425;2003-05-29;83337408914;aluno425@email.com;279418216;Endereço 425
426;Aluno 426;1999-10-15;17893546143;aluno426@email.com;395858320;Endereço 426
427;Aluno 427;2008-01-01;49600649877;aluno427@email.com;700182754;Endereço 427
428;Aluno 428;1994-09-29;91635295783;aluno428@email.com;771674259;Endereço 428
429;Aluno 429;2007-02-25;38399528715;aluno429@email.com;629791043;Endereço 429
430;Aluno 430;2003-07-16;61609337965;aluno430@email.com;147273535;Endereço 430
431;Aluno 431;2003-03-22;69965941997;aluno431@email.com;633052835;Endereço 431
432;Aluno 432;2005-09-30;97954181258;aluno432@email.com;410038481;Endereço 432
433;Aluno 433;1998-01-05;72045236416;aluno433@email.com;292399389;Endereço 433
434;Aluno 434;2008-07-11;80571114544;aluno434@email.com;425032567;Endereço 434
435;Aluno 435;1992-11-12;51695650986;aluno435@email.com;864833328;Endereço 435
436;Aluno 436;2000-08-14;19198145157;aluno436@email.com;693460065;Endereço 436
437;Aluno 437;2001-09-26;44962940881;aluno437@email.com;660519832;Endereço 437
438;Aluno 438;2005-08-26;16689571433;aluno438@email.com;323611364;Endereço 438
439;Aluno 439;1994-05-09;53079909778;aluno439@email.com;469960891;Endereço 439
440;Aluno 440;1995-02-14;68909037272;aluno440@email.com;750122927;Endereço 440
441;Aluno 441;1995-10-22;78831662305;aluno441@email.com;814231892;Endereço 441
442;Aluno 442;1994-04-13;29075841684;aluno442@email.com;565673574;Endereço 442
443;Aluno 443;1996-03-09;56383620535;aluno443@email.com;872658916;Endereço 443
444;Aluno 444;2005-06-30;92025342172;aluno444@email.com;492205330;Endereço 444
445;Aluno 445;1997-06-08;71741636628;aluno445@email.com;443250647;Endereço 445
446;Aluno 446;1996-06-24;61518882156;aluno446@email.com;765175663;Endereço 446
447;Aluno 447;2008-04-08;81868271607;aluno447@email.com;378292396;Endereço 447
448;Aluno 448;2007-11-20;11773160081;aluno448@email.com;435797076;Endereço 448
449;Aluno 449;2004-12-31;14171025372;aluno449@email.com;857076788;Endereço 449
450;Aluno 450;2000-03-19;32058016628;aluno450@email.com;148986013;Endereço 450
451;Aluno 451;1995-03-22;37022264170;aluno451@email.com;107118843;Endereço 451
452;Aluno 452;1998-04-21;12209419720;aluno452@email.com;611892974;Endereço 452
453;Aluno 453;1998-10-27;78507860944;aluno453@email.com;461325991;Endereço 453
454;Aluno 454;2002-12-11;99397639208;aluno454@email.com;953868523;Endereço 454
455;Aluno 455;2005-05-31;21399002021;aluno455@email.com;980247023;Endereço 455
456;Aluno 456;1995-09-14;37397912525;aluno456@email.com;584120172;Endereço 456
457;Aluno 457;1998-09-17;18949276976;aluno457@email.com;208945129;Endereço 457
458;Aluno 458;2006-07-30;70797669879;aluno458@email.com;801686343;Endereço 458
459;Aluno 459;2006-01-30;53832681107;aluno459@email.com;899224889;Endereço 459
460;Aluno 460;1994-12-24;59761694076;aluno460@email.com;875211084;Endereço 460
461;Aluno 461;2000-04-27;93147742044;aluno461@email.com;736325444;Endereço 461
462;Aluno 462;2002-08-28;55091823009;aluno462@email.com;873959317;Endereço 462
463;Aluno 463;2002-03-03;64328026124;aluno463@email.com;160873341;Endereço 463
464;Aluno 464;2000-06-06;80075215012;aluno464@email.com;403717621;Endereço 464
465;Aluno 465;1999-08-10;37912230551;aluno465@email.com;685155597;Endereço 465
466;Aluno 466;2007-07-28;69414018414;aluno466@email.com;332760768;Endereço 466
467;Aluno 467;1999-11-03;18183813916;aluno467@email.com;777335889;Endereço 467
468;Aluno 468;2006-04-24;39523627452;aluno468@email.com;255888350;Endereço 468
469;Aluno 469;2002-12-29;34939298281;aluno469@email.com;822780842;Endereço 469
470;Aluno 470;2000-10-26;66909032370;aluno470@email.com;659422402;Endereço 470
471;Aluno 471;1999-05-20;18041917086;aluno471@email.com;214496274;Endereço 471
472;Aluno 472;2000-09-22;91318247608;aluno472@email.com;325098878;Endereço 472
473;Aluno 473;1995-05-01;69824686236;aluno473@email.com;273167645;Endereço 473
474;Aluno 474;1997-07-02;91327251447;aluno474@email.com;876661127;Endereço 474
475;Aluno 475;1998-12-26;30125672633;aluno475@email.com;693676095;Endereço 475
476;Aluno 476;2005-02-25;69352700460;aluno476@email.com;854398313;Endereço 476
477;Aluno 477;2001-10-04;15651612368;aluno477@email.com;881906553;Endereço 477
478;Aluno 478;2005-03-24;71855432581;aluno478@email.com;805841316;Endereço 478
479;Aluno 479;2002-08-23;78389364940;aluno479@email.com;510934255;Endereço 479
480;Aluno 480;2008-02-23;99420069619;aluno480@email.com;319742628;Endereço 480
481;Aluno 481;2004-03-04;11598062696;aluno481@email.com;302504778;Endereço 481
482;Aluno 482;2003-01-19;76224230058;aluno482@email.com;646516453;Endereço 482
483;Aluno 483;1994-07-26;71597753087;aluno483@email.com;362206984;Endereço 483
484;Aluno 484;1996-04-06;49814749195;aluno484@email.com;562740848;Endereço 484
485;Aluno 485;1999-08-07;49979197545;aluno485@email.com;447477471;Endereço 485
486;Aluno 486;2006-07-28;50807415886;aluno486@email.com;666305620;Endereço 486
487;Aluno 487;2000-12-09;51179694530;aluno487@email.com;253675260;Endereço 487
488;Aluno 488;2001-10-10;18182667472;aluno488@email.com;929695737;Endereço 488
489;Aluno 489;1998-09-28;46761965637;aluno489@email.com;154991305;Endereço 489
490;Aluno 490;2007-02-21;31705275310;aluno490@email.com;712000781;Endereço 490
491;Aluno 491;2007-07-23;69306869523;aluno491@email.com;107639085;Endereço 491
492;Aluno 492;2002-03-25;34889113243;aluno492@email.com;675020828;Endereço 492
493;Aluno 493;1999-08-11;51009060293;aluno493@email.com;137436165;Endereço 493
494;Aluno 494;1999-08-09;66105954973;aluno494@email.com;115274030;Endereço 494
495;Aluno 495;1999-06-04;52822609886;aluno495@email.com;551682571;Endereço 495
496;Aluno 496;2005-07-13;25269580129;aluno496@email.com;118937936;Endereço 496
497;Aluno 497;2002-01-03;26911694682;aluno497@email.com;445470269;Endereço 497
498;Aluno 498;2002-05-04;71453630700;aluno498@email.com;550275404;Endereço 498
499;Aluno 499;2006-12-26;29298409205;aluno499@email.com;887790981;Endereço 499
500;Aluno 500;1997-06-25;37761352191;aluno500@email.com;681623089;Endereço 500
